datetime,head
1985-01-29 11:00:00,-1.38
1985-02-28 11:00:00,-1.61
1985-03-28 11:00:00,-1.5
1985-04-29 11:00:00,-1.56
1985-05-29 11:00:00,-1.59
1985-06-28 11:00:00,-1.58
1985-07-29 11:00:00,-1.44
1985-10-29 11:00:00,-1.6
1985-11-29 11:00:00,-1.49
1985-12-28 11:00:00,-1.37
1986-01-14 11:00:00,-1.22
1986-01-28 11:00:00,-1.36
1986-02-14 11:00:00,-1.6
1986-03-14 11:00:00,-1.61
1986-03-28 11:00:00,-1.4
1986-04-14 11:00:00,-1.55
1986-04-28 11:00:00,-1.58
1986-05-14 11:00:00,-1.62
1986-05-28 11:00:00,-1.7
1986-06-14 11:00:00,-1.55
1986-06-28 11:00:00,-1.71
1986-07-14 11:00:00,-1.69
1986-07-28 11:00:00,-1.72
1986-08-14 11:00:00,-1.79
1986-08-28 11:00:00,-1.76
1986-09-14 11:00:00,-1.71
1986-09-28 11:00:00,-1.7
1986-10-14 11:00:00,-1.73
1986-10-28 11:00:00,-1.54
1986-11-14 11:00:00,-1.53
1986-11-28 11:00:00,-1.42
1986-12-14 11:00:00,-1.46
1986-12-28 11:00:00,-1.3
1987-01-13 11:00:00,-1.28
1987-01-28 11:00:00,-1.52
1987-02-12 11:00:00,-1.39
1987-02-26 11:00:00,-1.46
1987-03-12 11:00:00,-1.55
1987-03-26 11:00:00,-1.55
1987-04-28 11:00:00,-1.58
1987-05-14 11:00:00,-1.6
1987-05-26 11:00:00,-1.64
1987-06-15 11:00:00,-1.53
1987-06-29 11:00:00,-1.42
1987-07-14 11:00:00,-1.67
1987-07-28 11:00:00,-1.54
1987-08-14 11:00:00,-1.56
1987-08-28 11:00:00,-1.58
1987-09-14 11:00:00,-1.51
1987-09-28 11:00:00,-1.5
1987-10-14 11:00:00,-1.46
1987-10-28 11:00:00,-1.48
1987-11-14 11:00:00,-1.39
1987-11-28 11:00:00,-1.32
1987-12-14 11:00:00,-1.38
1987-12-28 11:00:00,-1.44
1988-01-14 11:00:00,-1.34
1988-03-14 11:00:00,-1.37
1988-03-28 11:00:00,-1.4
1988-04-14 11:00:00,-1.63
1988-04-28 11:00:00,-1.7
1988-05-14 11:00:00,-1.79
1988-05-28 11:00:00,-1.78
1988-06-14 11:00:00,-1.66
1988-06-28 11:00:00,-1.76
1988-07-14 11:00:00,-1.63
1988-07-28 11:00:00,-1.67
1988-08-15 11:00:00,-1.72
1988-08-29 11:00:00,-1.67
1988-09-14 11:00:00,-1.66
1988-09-28 11:00:00,-1.58
1988-10-14 11:00:00,-1.45
1988-10-28 11:00:00,-1.66
1988-11-14 11:00:00,-1.64
1988-11-28 11:00:00,-1.58
1988-12-14 11:00:00,-1.52
1988-12-28 11:00:00,-1.55
1989-01-14 11:00:00,-1.62
1989-01-28 11:00:00,-1.68
1989-02-14 11:00:00,-1.61
1989-02-28 11:00:00,-1.55
1989-03-14 11:00:00,-1.5
1989-03-28 11:00:00,-1.58
1989-04-14 11:00:00,-1.63
1989-04-28 11:00:00,-1.72
1989-05-15 11:00:00,-1.79
1989-05-29 11:00:00,-1.87
1989-06-14 11:00:00,-1.85
1989-06-28 11:00:00,-1.9
1989-07-14 11:00:00,-2.3
1989-07-28 11:00:00,-1.89
1989-08-14 11:00:00,-2.4
1989-08-28 11:00:00,-1.86
1989-09-14 11:00:00,-1.87
1989-09-28 11:00:00,-1.93
1989-10-14 11:00:00,-1.82
1990-01-15 11:00:00,-1.68
1990-01-29 11:00:00,-1.57
1990-02-14 11:00:00,-1.43
1990-03-14 11:00:00,-1.66
1990-03-28 11:00:00,-1.72
1990-04-14 11:00:00,-1.75
1990-04-28 11:00:00,-1.69
1990-05-28 11:00:00,-1.88
1990-06-14 11:00:00,-1.8
1990-06-28 11:00:00,-1.83
1990-07-14 11:00:00,-1.8
1990-07-28 11:00:00,-1.9
1990-08-14 11:00:00,-1.95
1990-08-28 11:00:00,-1.86
1990-09-14 11:00:00,-1.72
1990-09-28 11:00:00,-1.6
1990-10-15 11:00:00,-1.7
1990-10-29 11:00:00,-1.62
1990-11-14 11:00:00,-1.49
1990-11-28 11:00:00,-1.46
1990-12-14 11:00:00,-1.55
1990-12-28 11:00:00,-1.48
1991-01-14 11:00:00,-1.51
1991-01-28 11:00:00,-1.61
1991-02-14 11:00:00,-1.7
1991-02-28 11:00:00,-1.61
1991-03-14 11:00:00,-1.66
1991-03-28 11:00:00,-1.75
1991-04-14 11:00:00,-1.81
1991-04-28 11:00:00,-1.75
1991-05-14 11:00:00,-1.79
1991-05-28 11:00:00,-1.9
1991-06-14 11:00:00,-1.81
1991-06-28 11:00:00,-1.63
1991-07-14 11:00:00,-1.88
1991-08-14 11:00:00,-1.91
1991-08-28 11:00:00,-1.97
1991-09-14 11:00:00,-2.01
1991-09-28 11:00:00,-1.9
1991-10-14 11:00:00,-1.83
1991-10-28 11:00:00,-1.9
1991-11-14 11:00:00,-1.55
1991-11-28 11:00:00,-1.67
1991-12-14 11:00:00,-1.76
1991-12-28 11:00:00,-1.64
1992-01-14 11:00:00,-1.61
1992-01-28 11:00:00,-1.74
1992-02-14 11:00:00,-1.64
1992-02-28 11:00:00,-1.68
1992-03-14 11:00:00,-1.52
1992-03-28 11:00:00,-1.62
1992-04-14 11:00:00,-1.72
